Gram Stain,Domain,Phylum,Class,Order,Family,Genus,Species,Organism Name,Culture Collection (Strain),GENRE Filename,HOMD Sequence ID,NCBI Taxon ID,ftp for NCBI genome,NCBI Accession,Kbase ID,HOMD HOT ID,Kbase download notes
Negative,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,subtile,Bifidobacterium subtile,DSM 20096,Bifidobacterium_subtile_DSM_20096.mat                    ,SEQF2577,1121110,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/405/GCF_000426405.1_ASM42640v1,'GCF_000426405.1',207064,890,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis,Gardnerella vaginalis,ATCC 14019,Gardnerella_vaginalis_ATCC_14019.mat                     ,SEQF1757,525284,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/155/GCF_000159155.2_ASM15915v2,'GCF_000159155.2',1999,829,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,Bifidobacterium animalis subsp. lactis,CNCM I-2494,Bifidobacterium_animalis_lactis_CNCM_I-2494.mat          ,SEQF2464,1042403,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/885/GCF_000220885.1_ASM22088v1,'GCF_000220885.1',23406,895,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,Bifidobacterium animalis subsp. lactis,HN019,Bifidobacterium_animalis_lactis_HN019.mat                ,SEQF2475,486409,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/535/GCF_000172535.1_Blac_1.0,'GCF_000172535.1',1770,895,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,wiggsiae,Scardovia wiggsiae,F0424,Scardovia_wiggsiae_F0424.mat                             ,SEQF1853,857290,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/605/GCF_000269605.1_PB_Scar_wigg_F0424_V1,'GCF_000269605.1',27810,195,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,inopinata,Scardovia inopinata,"F0304, DSM 10107",Scardovia_inopinata_F0304.mat                            ,SEQF1654,641146,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/755/GCF_000163755.1_ASM16375v1,'GCF_000163755.1',2728,642,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,denticolens,Parascardovia denticolens,DSM 10105,Parascardovia_denticolens_DSM_10105.mat                  ,SEQF2021,864564,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/785/GCF_000191785.1_ASM19178v1,'GCF_000191785.1',3447,586,
Positive,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,denticolens,Parascardovia denticolens,F0305,Parascardovia_denticolens_F0305.mat                      ,SEQF1655,641144,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/835/GCF_000163835.1_Paras_denticolens_F0305,'GCF_000163835.1',2727,586,
Negative,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens,Alloscardovia omnicolens,DSM 21503,Alloscardovia_omnicolens_DSM_21503.mat                   ,SEQF2547,1120979,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/505/GCF_000420505.1_ASM42050v1,'GCF_000420505.1',207027,198,
Negative,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,fastidiosum,Fretibacterium fastidiosum,SGP1,Synergistetes_SGP1.mat                                   ,SEQF1674,651822,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Fretibacterium_fastidiosum/all_assembly_versions/suppressed/GCF_000210715.1_ASM21071v1,'GCF_000210715.1',2779,363,
Negative,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,piscolens,Pyramidobacter piscolens,"W5455, DSM 21147, CCUG 55836, F0317",Pyramidobacter_piscolens_W5455.mat                       ,SEQF1611,352165,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/335/GCF_000177335.1_ASM17733v1,'GCF_000177335.1',1034,357,
Negative,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Jonquetella,anthropi,Jonquetella anthropi,DSM 22815,Jonquetella_anthropi_DSM_22815.mat                       ,SEQF2078,885272,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/805/GCF_000237805.1_ASM23780v1,'GCF_000237805.1',28054,777,
Negative,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Jonquetella,anthropi,Jonquetella anthropi,E3_33 E1,Jonquetella_anthropi_E3_33_E1.mat                        ,SEQF1476,645512,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Jonquetella_anthropi/all_assembly_versions/GCF_000161995.1_ASM16199v1,'GCF_000161995.1',2757,777,
Negative,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineae [G-1],sp. oral taxon 439,Chloroflexi bacterium oral taxon 439,isolate Chl2,Chloroflexi_bacterium_oral_taxon_439_isolate_Chl2.mat    ,SEQF2641,1311575,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Chloroflexi_bacterium_oral_taxon_439/all_assembly_versions/suppressed/GCF_000406805.1_Chl2,'GCF_000406805.1',209765,439,
Negative,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydophila,pneumoniae,Chlamydophila pneumoniae,TW-183,Chlamydophila_pneumoniae_TW-183.mat                      ,SEQF1182,182082,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/205/GCF_000007205.1_ASM720v1,'GCF_000007205.1',176,733,
Positive,Bacteria,TM7 Saccharibacteria,TM7 [C-1],TM7 [O-1],TM7 [F-1],TM7 [G-1],sp. oral taxon 952,TM7 [G-1] sp. oral taxon 952,TM7x,TM7[G-1]_oral_taxon_952_TM7x.mat      ,SEQF2796,1476577,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Candidatus_Saccharibacteria_oral_taxon_TM7x/all_assembly_versions/GCF_000803625.1_ASM80362v1,'GCF_000803625.1',external,952,"manually uploaded genome, annotated with RAST"
Positive,Bacteria,TM7 Saccharibacteria,TM7 [C-1],TM7 [O-1],TM7 [F-1],TM7 [G-1],sp. oral taxon 488,TM7 [G-1] sp. oral taxon 488,AC001,TM7[G-1]_oral_taxon_488_AC001.mat,Not Yet Available,Not Yet Available,Not Yet Available,Not Yet Available,external,488,"manually uploaded genome, annotated with RAST"
Positive,Bacteria,TM7 Saccharibacteria,TM7 [C-1],TM7 [O-1],TM7 [F-1],TM7 [G-1],sp. oral taxon 955,TM7 [G-1] sp. oral taxon 955,PM004,TM7[G-1]_oral_taxon_955_PM004.mat,Not Yet Available,Not Yet Available,Not Yet Available,Not Yet Available,external,955,"manually uploaded genome, annotated with RAST"
Negative,Bacteria,SR1,SR1 [C-1],SR1 [O-1],SR1 [F-1],SR1 [G-1],sp. oral taxon 874,Candidate division SR1 bacterium,MGEHA,Candidate_division_SR1_bacterium_MGEHA.mat               ,SEQF2626,1293577,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/candidate_division_SR1_bacterium_MGEHA/all_assembly_versions/suppressed/GCF_000350285.1_OR1,'GCF_000350285.1',31884,874,
